Loan_ID,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002277,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,0
LP002281,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,1
LP002284,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,1
LP002287,No,0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,0
LP002288,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,0
LP002296,No,0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,0
LP002297,No,0,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,1
LP002300,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,1
LP002301,No,0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,0
LP002305,No,0,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban,1
LP002308,Yes,0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,1
LP002314,No,0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,1
LP002315,Yes,1,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,0
LP002317,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,0
LP002318,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,0
LP002328,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,0
LP002332,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,1
LP002335,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,0
LP002337,No,0,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,1
LP002341,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,0
LP002342,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,0
LP002345,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,1
LP002347,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,1
LP002348,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,1
LP002361,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,1
LP002364,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,1
LP002366,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural,1
LP002367,No,1,Not Graduate,No,4606,0.0,81.0,360.0,1.0,Rural,0
LP002368,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,1
LP002369,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,1
LP002370,No,0,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,1
LP002377,No,1,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban,1
LP002379,No,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,0
LP002387,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,1
LP002390,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,1
LP002398,No,0,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban,1
LP002403,No,0,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,0
LP002407,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,1
LP002408,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,1
LP002409,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,1
LP002418,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,1
LP002422,No,1,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,1
LP002429,Yes,1,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural,1
LP002434,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,1
LP002443,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,0
LP002446,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,0
LP002448,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,0
LP002449,Yes,0,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,1
LP002453,No,0,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban,1
LP002455,Yes,2,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,1
LP002459,Yes,0,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,1
LP002467,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,0
LP002472,No,2,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,1
LP002473,Yes,0,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban,0
LP002484,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,1
LP002487,Yes,0,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural,1
LP002493,No,0,Graduate,No,4166,0.0,98.0,360.0,0.0,Semiurban,0
LP002494,No,0,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,1
LP002500,Yes,3+,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,0
LP002501,Yes,0,Graduate,No,16692,0.0,110.0,360.0,1.0,Semiurban,1
LP002505,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,0
LP002515,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,1
LP002517,Yes,1,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural,0
LP002519,Yes,3+,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,1
LP002524,No,2,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,1
LP002527,Yes,2,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,1
LP002529,Yes,2,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban,1
LP002530,Yes,2,Graduate,No,2873,1872.0,132.0,360.0,0.0,Semiurban,0
LP002531,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,1
LP002534,No,0,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,1
LP002536,Yes,3+,Not Graduate,No,3095,0.0,113.0,360.0,1.0,Rural,1
LP002537,Yes,0,Graduate,No,2083,3150.0,128.0,360.0,1.0,Semiurban,1
LP002541,Yes,0,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,1
LP002543,Yes,2,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,1
LP002544,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,1
LP002545,No,2,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural,0
LP002547,Yes,1,Graduate,No,18333,0.0,500.0,360.0,1.0,Urban,0
LP002555,Yes,2,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban,1
LP002556,No,0,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,0
LP002571,No,0,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,1
LP002582,No,0,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban,1
LP002585,Yes,0,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,0
LP002586,Yes,1,Graduate,No,3326,913.0,105.0,84.0,1.0,Semiurban,1
LP002587,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,1
LP002600,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,1
LP002602,No,0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,0
LP002603,No,0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,1
LP002606,No,0,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,1
LP002615,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,1
LP002619,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,1
LP002622,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,1
LP002625,No,0,Graduate,No,3583,0.0,96.0,360.0,1.0,Urban,0
LP002626,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,1
LP002634,No,1,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,1
LP002637,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,0
LP002640,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,1
LP002643,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,1
LP002648,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,0
LP002652,No,0,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,0
LP002659,Yes,3+,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,1
LP002670,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,1
LP002683,No,0,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,0
LP002684,No,0,Not Graduate,No,3400,0.0,95.0,360.0,1.0,Rural,0
LP002689,Yes,2,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban,1
LP002690,No,0,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban,1
LP002692,Yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,1
LP002693,Yes,2,Graduate,Yes,7948,7166.0,480.0,360.0,1.0,Rural,1
LP002699,Yes,2,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural,1
LP002705,Yes,0,Graduate,No,3775,0.0,110.0,360.0,1.0,Semiurban,1
LP002706,Yes,1,Not Graduate,No,5285,1430.0,161.0,360.0,0.0,Semiurban,1
LP002714,No,1,Not Graduate,No,2679,1302.0,94.0,360.0,1.0,Semiurban,1
LP002716,No,0,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,1
LP002720,Yes,3+,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban,1
LP002723,No,2,Graduate,No,3588,0.0,110.0,360.0,0.0,Rural,0
LP002731,No,0,Not Graduate,Yes,18165,0.0,125.0,360.0,1.0,Urban,1
LP002734,Yes,0,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,1
LP002738,No,2,Graduate,No,3617,0.0,107.0,360.0,1.0,Semiurban,1
LP002739,Yes,0,Not Graduate,No,2917,536.0,66.0,360.0,1.0,Rural,0
LP002740,Yes,3+,Graduate,No,6417,0.0,157.0,180.0,1.0,Rural,1
LP002741,Yes,1,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban,1
LP002743,No,0,Graduate,No,2138,0.0,99.0,360.0,0.0,Semiurban,0
LP002755,Yes,1,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban,1
LP002767,Yes,0,Graduate,No,2768,1950.0,155.0,360.0,1.0,Rural,1
LP002768,No,0,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban,0
LP002772,No,0,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural,1
LP002776,No,0,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban,0
LP002777,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,1
LP002785,Yes,1,Graduate,No,3333,3250.0,158.0,360.0,1.0,Urban,1
LP002788,Yes,0,Not Graduate,No,2454,2333.0,181.0,360.0,0.0,Urban,0
LP002789,Yes,0,Graduate,No,3593,4266.0,132.0,180.0,0.0,Rural,0
LP002792,Yes,1,Graduate,No,5468,1032.0,26.0,360.0,1.0,Semiurban,1
LP002795,Yes,3+,Graduate,Yes,10139,0.0,260.0,360.0,1.0,Semiurban,1
LP002798,Yes,0,Graduate,No,3887,2669.0,162.0,360.0,1.0,Semiurban,1
LP002804,Yes,0,Graduate,No,4180,2306.0,182.0,360.0,1.0,Semiurban,1
LP002807,Yes,2,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,1
LP002813,Yes,1,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban,1
LP002820,Yes,0,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,1
LP002821,No,0,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban,1
LP002832,Yes,2,Graduate,No,8799,0.0,258.0,360.0,0.0,Urban,0
LP002836,No,0,Graduate,No,3333,0.0,70.0,360.0,1.0,Urban,1
LP002837,Yes,3+,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,0
LP002840,No,0,Graduate,No,2378,0.0,9.0,360.0,1.0,Urban,0
LP002841,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,0
LP002842,Yes,1,Graduate,No,3417,1750.0,186.0,360.0,1.0,Urban,1
LP002855,Yes,2,Graduate,No,16666,0.0,275.0,360.0,1.0,Urban,1
LP002862,Yes,2,Not Graduate,No,6125,1625.0,187.0,480.0,1.0,Semiurban,0
LP002863,Yes,3+,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,0
LP002868,Yes,2,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,1
LP002872,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,0
LP002874,No,0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,1
LP002877,Yes,1,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural,1
LP002892,Yes,2,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,1
LP002893,No,0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,0
LP002894,Yes,0,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,1
LP002911,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,0
LP002912,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,0
LP002916,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,1
LP002917,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,1
LP002925,No,0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,1
LP002926,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,0
LP002928,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,1
LP002931,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,0
LP002933,No,3+,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,1
LP002936,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,1
LP002938,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,1
LP002940,No,0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,1
LP002941,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,0
LP002945,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,1
LP002948,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,1
LP002953,Yes,3+,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,1
LP002958,No,0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,1
LP002959,Yes,1,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,1
LP002961,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,1
LP002964,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,1
LP002974,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,1
LP002978,No,0,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,1
LP002979,Yes,3+,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,1
LP002983,Yes,1,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,1
LP002984,Yes,2,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,1
LP002990,No,0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,0
LP001015,Yes,0,Graduate,No,5720,0.0,110.0,360.0,1.0,Urban,0
LP001022,Yes,1,Graduate,No,3076,1500.0,126.0,360.0,1.0,Urban,0
LP001031,Yes,2,Graduate,No,5000,1800.0,208.0,360.0,1.0,Urban,0
LP001051,No,0,Not Graduate,No,3276,0.0,78.0,360.0,1.0,Urban,0
LP001054,Yes,0,Not Graduate,Yes,2165,3422.0,152.0,360.0,1.0,Urban,0
LP001055,No,1,Not Graduate,No,2226,0.0,59.0,360.0,1.0,Semiurban,0
LP001056,Yes,2,Not Graduate,No,3881,0.0,147.0,360.0,0.0,Rural,0
LP001067,No,0,Not Graduate,No,2400,2400.0,123.0,360.0,1.0,Semiurban,0
LP001078,No,0,Not Graduate,No,3091,0.0,90.0,360.0,1.0,Urban,0
LP001096,No,0,Graduate,No,4666,0.0,124.0,360.0,1.0,Semiurban,0
LP001099,No,1,Graduate,No,5667,0.0,131.0,360.0,1.0,Urban,0
LP001105,Yes,2,Graduate,No,4583,2916.0,200.0,360.0,1.0,Urban,0
LP001107,Yes,3+,Graduate,No,3786,333.0,126.0,360.0,1.0,Semiurban,0
LP001108,Yes,0,Graduate,No,9226,7916.0,300.0,360.0,1.0,Urban,0
LP001115,No,0,Graduate,No,1300,3470.0,100.0,180.0,1.0,Semiurban,0
LP001121,Yes,1,Not Graduate,No,1888,1620.0,48.0,360.0,1.0,Urban,0
LP001124,No,3+,Not Graduate,No,2083,0.0,28.0,180.0,1.0,Urban,0
LP001128,No,0,Graduate,No,3909,0.0,101.0,360.0,1.0,Urban,0
LP001135,No,0,Not Graduate,No,3765,0.0,125.0,360.0,1.0,Urban,0
LP001149,Yes,0,Graduate,No,5400,4380.0,290.0,360.0,1.0,Urban,0
LP001153,No,0,Graduate,No,0,24000.0,148.0,360.0,0.0,Rural,0
LP001169,Yes,0,Graduate,No,7500,3750.0,275.0,360.0,1.0,Urban,0
LP001176,No,0,Graduate,No,2942,2382.0,125.0,180.0,1.0,Urban,0
LP001177,No,0,Not Graduate,No,2478,0.0,75.0,360.0,1.0,Semiurban,0
LP001183,Yes,2,Graduate,No,6250,820.0,192.0,360.0,1.0,Urban,0
LP001185,No,0,Graduate,No,3268,1683.0,152.0,360.0,1.0,Semiurban,0
LP001187,Yes,0,Graduate,No,2783,2708.0,158.0,360.0,1.0,Urban,0
LP001190,Yes,0,Graduate,No,2740,1541.0,101.0,360.0,1.0,Urban,0
LP001203,No,0,Graduate,No,3150,0.0,176.0,360.0,0.0,Semiurban,0
LP001210,Yes,0,Graduate,Yes,2267,2792.0,90.0,360.0,1.0,Urban,0
LP001211,No,0,Graduate,Yes,5833,0.0,116.0,360.0,1.0,Urban,0
LP001219,No,0,Graduate,No,3643,1963.0,138.0,360.0,1.0,Urban,0
LP001220,Yes,0,Graduate,No,5629,818.0,100.0,360.0,1.0,Urban,0
LP001221,No,0,Graduate,No,3644,0.0,110.0,360.0,1.0,Urban,0
LP001226,Yes,0,Not Graduate,No,1750,2024.0,90.0,360.0,1.0,Semiurban,0
LP001230,No,0,Graduate,No,6500,2600.0,200.0,360.0,1.0,Semiurban,0
LP001231,No,0,Graduate,No,3666,0.0,84.0,360.0,1.0,Urban,0
LP001242,No,0,Not Graduate,No,2356,1902.0,108.0,360.0,1.0,Semiurban,0
LP001270,Yes,3+,Not Graduate,Yes,8000,250.0,187.0,360.0,1.0,Semiurban,0
LP001284,Yes,1,Graduate,No,2419,1707.0,124.0,360.0,1.0,Urban,0
LP001287,Yes,3+,Not Graduate,No,3500,833.0,120.0,360.0,1.0,Semiurban,0
LP001291,Yes,1,Graduate,No,3500,3077.0,160.0,360.0,1.0,Semiurban,0
LP001298,Yes,2,Graduate,No,4116,1000.0,30.0,180.0,1.0,Urban,0
LP001312,Yes,0,Not Graduate,Yes,5293,0.0,92.0,360.0,1.0,Urban,0
LP001313,No,0,Graduate,No,2750,0.0,130.0,360.0,0.0,Urban,0
LP001317,No,0,Not Graduate,No,4402,0.0,130.0,360.0,1.0,Rural,0
LP001321,Yes,2,Graduate,No,3613,3539.0,134.0,180.0,1.0,Semiurban,0
LP001323,Yes,2,Graduate,No,2779,3664.0,176.0,360.0,0.0,Semiurban,0
LP001324,Yes,3+,Graduate,No,4720,0.0,90.0,180.0,1.0,Semiurban,0
LP001332,Yes,0,Not Graduate,No,2415,1721.0,110.0,360.0,1.0,Semiurban,0
LP001335,Yes,0,Graduate,Yes,7016,292.0,125.0,360.0,1.0,Urban,0
LP001338,No,2,Graduate,No,4968,0.0,189.0,360.0,1.0,Semiurban,0
LP001347,No,0,Graduate,No,2101,1500.0,108.0,360.0,0.0,Rural,0
LP001348,Yes,3+,Not Graduate,No,4490,0.0,125.0,360.0,1.0,Urban,0
LP001351,Yes,0,Graduate,No,2917,3583.0,138.0,360.0,1.0,Semiurban,0
LP001352,Yes,0,Not Graduate,No,4700,0.0,135.0,360.0,0.0,Semiurban,0
LP001358,Yes,0,Graduate,No,3445,0.0,130.0,360.0,0.0,Semiurban,0
LP001359,Yes,0,Graduate,No,7666,0.0,187.0,360.0,1.0,Semiurban,0
LP001361,Yes,0,Graduate,No,2458,5105.0,188.0,360.0,0.0,Rural,0
LP001368,No,0,Graduate,No,4463,0.0,65.0,360.0,1.0,Semiurban,0
LP001380,Yes,0,Graduate,Yes,3900,2094.0,232.0,360.0,1.0,Rural,0
LP001386,Yes,0,Not Graduate,No,4750,3583.0,144.0,360.0,1.0,Semiurban,0
LP001400,No,0,Graduate,No,3583,3435.0,155.0,360.0,1.0,Urban,0
LP001407,Yes,0,Graduate,No,3189,2367.0,186.0,360.0,1.0,Urban,0
LP001413,No,0,Graduate,Yes,6356,0.0,50.0,360.0,1.0,Rural,0
LP001419,Yes,0,Graduate,No,7950,0.0,185.0,360.0,1.0,Urban,0
LP001420,Yes,3+,Graduate,No,3829,1103.0,163.0,360.0,0.0,Urban,0
LP001428,Yes,3+,Graduate,No,72529,0.0,360.0,360.0,1.0,Urban,0
LP001445,Yes,2,Not Graduate,No,4136,0.0,149.0,480.0,0.0,Rural,0
LP001446,Yes,0,Graduate,No,8449,0.0,257.0,360.0,1.0,Rural,0
LP001450,Yes,0,Graduate,No,4456,0.0,131.0,180.0,0.0,Semiurban,0
LP001452,Yes,2,Graduate,No,4635,8000.0,102.0,180.0,1.0,Rural,0
LP001455,Yes,0,Graduate,No,3571,1917.0,135.0,360.0,1.0,Urban,0
LP001466,No,0,Graduate,No,3066,0.0,95.0,360.0,1.0,Semiurban,0
LP001471,No,2,Not Graduate,No,3235,2015.0,77.0,360.0,1.0,Semiurban,0
LP001483,Yes,3+,Graduate,No,13518,0.0,390.0,360.0,1.0,Rural,0
LP001486,Yes,1,Graduate,No,4364,2500.0,185.0,360.0,1.0,Semiurban,0
LP001490,Yes,2,Not Graduate,No,4766,1646.0,100.0,360.0,1.0,Semiurban,0
LP001496,Yes,1,Graduate,No,4609,2333.0,123.0,360.0,0.0,Semiurban,0
LP001499,Yes,3+,Graduate,No,6260,0.0,110.0,360.0,1.0,Semiurban,0
LP001500,Yes,1,Graduate,No,3333,4200.0,256.0,360.0,1.0,Urban,0
LP001501,Yes,0,Graduate,No,3500,3250.0,140.0,360.0,1.0,Semiurban,0
LP001517,Yes,3+,Graduate,No,9719,0.0,61.0,360.0,1.0,Urban,0
LP001534,No,0,Graduate,No,4452,0.0,131.0,360.0,1.0,Rural,0
LP001547,Yes,1,Graduate,No,3901,0.0,116.0,360.0,1.0,Urban,0
LP001548,Yes,2,Not Graduate,No,2687,0.0,50.0,180.0,1.0,Rural,0
LP001561,Yes,0,Graduate,No,3417,1287.0,200.0,360.0,1.0,Semiurban,0
LP001563,No,0,Graduate,No,1596,1760.0,119.0,360.0,0.0,Urban,0
LP001567,Yes,3+,Graduate,No,4513,0.0,120.0,360.0,1.0,Rural,0
LP001568,Yes,0,Graduate,No,4500,0.0,140.0,360.0,1.0,Semiurban,0
LP001573,Yes,0,Not Graduate,No,4523,1350.0,165.0,360.0,1.0,Urban,0
LP001584,No,0,Graduate,Yes,4742,0.0,108.0,360.0,1.0,Semiurban,0
LP001589,No,0,Graduate,No,3417,0.0,102.0,360.0,1.0,Urban,0
LP001591,Yes,2,Graduate,No,2922,3396.0,122.0,360.0,1.0,Semiurban,0
LP001599,Yes,0,Graduate,No,4167,4754.0,160.0,360.0,1.0,Rural,0
LP001607,No,0,Not Graduate,No,0,1760.0,180.0,360.0,1.0,Semiurban,0
LP001613,No,0,Graduate,No,1762,2666.0,104.0,360.0,0.0,Urban,0
LP001622,Yes,2,Graduate,No,724,3510.0,213.0,360.0,0.0,Rural,0
LP001627,No,0,Graduate,No,3125,0.0,65.0,360.0,1.0,Urban,0
LP001650,Yes,0,Graduate,No,2333,3803.0,146.0,360.0,1.0,Rural,0
LP001651,Yes,3+,Graduate,No,3350,1560.0,135.0,360.0,1.0,Urban,0
LP001652,No,0,Graduate,No,2500,6414.0,187.0,360.0,0.0,Rural,0
LP001655,No,0,Graduate,No,12500,0.0,300.0,360.0,0.0,Urban,0
LP001660,No,0,Graduate,No,4667,0.0,120.0,360.0,1.0,Semiurban,0
LP001662,No,0,Graduate,No,6500,0.0,71.0,360.0,0.0,Urban,0
LP001663,Yes,2,Graduate,No,7500,0.0,225.0,360.0,1.0,Urban,0
LP001667,No,0,Graduate,No,3073,0.0,70.0,180.0,1.0,Urban,0
LP001703,Yes,0,Graduate,No,3333,1270.0,124.0,360.0,1.0,Urban,0
LP001718,No,0,Graduate,No,3391,0.0,132.0,360.0,1.0,Rural,0
LP001728,Yes,1,Graduate,Yes,3343,1517.0,105.0,360.0,1.0,Rural,0
LP001735,No,1,Graduate,No,3620,0.0,90.0,360.0,1.0,Urban,0
LP001737,No,0,Graduate,No,4000,0.0,83.0,84.0,1.0,Urban,0
LP001739,Yes,0,Graduate,No,4258,0.0,125.0,360.0,1.0,Urban,0
LP001742,Yes,2,Graduate,No,4500,0.0,147.0,360.0,1.0,Rural,0
LP001757,Yes,1,Graduate,No,2014,2925.0,120.0,360.0,1.0,Rural,0
LP001785,No,0,Graduate,No,4727,0.0,150.0,360.0,0.0,Rural,0
LP001787,Yes,3+,Graduate,No,3089,2999.0,100.0,240.0,1.0,Rural,0
LP001794,Yes,2,Graduate,Yes,10890,0.0,260.0,12.0,1.0,Rural,0
LP001797,No,0,Graduate,No,12941,0.0,150.0,300.0,1.0,Urban,0
LP001815,No,0,Not Graduate,No,3276,0.0,90.0,360.0,1.0,Semiurban,0
LP001817,No,0,Not Graduate,Yes,8703,0.0,199.0,360.0,0.0,Rural,0
LP001818,Yes,1,Graduate,No,4742,717.0,139.0,360.0,1.0,Semiurban,0
LP001822,No,0,Graduate,No,5900,0.0,150.0,360.0,1.0,Urban,0
LP001827,No,0,Graduate,No,3071,4309.0,180.0,360.0,1.0,Urban,0
LP001831,Yes,0,Graduate,No,2783,1456.0,113.0,360.0,1.0,Urban,0
LP001842,No,0,Graduate,No,5000,0.0,148.0,360.0,1.0,Rural,0
LP001853,Yes,1,Not Graduate,No,2463,2360.0,117.0,360.0,0.0,Urban,0
LP001855,Yes,2,Graduate,No,4855,0.0,72.0,360.0,1.0,Rural,0
LP001857,No,0,Not Graduate,Yes,1599,2474.0,125.0,300.0,1.0,Semiurban,0
LP001862,Yes,2,Graduate,Yes,4246,4246.0,214.0,360.0,1.0,Urban,0
LP001867,Yes,0,Graduate,No,4333,2291.0,133.0,350.0,1.0,Rural,0
LP001878,No,1,Graduate,No,5823,2529.0,187.0,360.0,1.0,Semiurban,0
LP001881,Yes,0,Not Graduate,No,7895,0.0,143.0,360.0,1.0,Rural,0
LP001886,No,0,Graduate,No,4150,4256.0,209.0,360.0,1.0,Rural,0
